age,gender,country,job_role,seniority_level,years_experience,company_size,industry,work_mode,work_hours_per_week,meetings_per_day,team_size,sleep_hours_per_night,exercise_days_per_week,vacation_days_taken,therapy_access,uses_therapy,ai_tools_daily,manager_support_score,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score,burnout_level,salary_relative
41,Male,India,Product Manager,Mid,20,Mid (201-1000),Fintech,Remote,47,0.0,18,4.7,0,1,1,0,1,4.7,1.9,4.9,4.3,5.4,3.8,Severe,0.962782656685407
22,Male,Netherlands,Software Engineer,Mid,3,Small (51-200),Healthcare Tech,Remote,44,2.7,6,6.1,1,10,0,0,1,6.9,4.0,1.8,4.7,7.0,6.5,Moderate,0.8023514683752535
38,Male,Germany,Software Engineer,Junior,18,Startup (1-50),E-commerce,Remote,40,0.1,3,6.2,3,23,0,0,1,7.0,3.5,6.3,4.3,7.5,5.8,Low,0.5354409078422704
22,Female,USA,Data Analyst,Junior,0,Mid (201-1000),Healthcare Tech,On-site,50,4.2,5,6.6,1,15,1,1,1,8.8,7.1,5.0,5.3,6.1,5.4,High,0.5036428679265941
41,Female,India,ML Engineer,Lead,19,Mid (201-1000),SaaS / Cloud,On-site,48,4.6,16,6.0,6,3,0,0,1,3.2,3.2,4.6,4.9,7.6,5.6,High,1.096705724230347
29,Male,France,DevOps Engineer,Lead,8,Startup (1-50),Fintech,On-site,50,5.1,3,3.2,4,17,0,0,0,3.0,5.9,6.4,3.6,8.7,5.7,Severe,1.21210303808604
26,Male,Germany,Backend Developer,Senior,3,Small (51-200),SaaS / Cloud,Remote,40,3.5,6,4.1,3,20,1,1,1,7.6,3.0,5.1,1.0,8.6,5.0,High,0.9708542595195971
33,Male,USA,Frontend Developer,Lead,9,Large (1001-5000),Enterprise Software,Remote,52,8.4,7,5.9,2,22,1,1,1,1.8,6.0,5.9,3.0,9.1,7.0,Severe,1.3694928499858534
24,Male,Canada,DevOps Engineer,Mid,4,Startup (1-50),E-commerce,Hybrid,45,4.4,5,5.7,3,15,1,0,0,2.7,6.5,6.2,3.8,3.7,3.5,Moderate,0.7440525660841083
35,Male,USA,DevOps Engineer,Lead,14,Mid (201-1000),Consulting,On-site,43,4.8,20,6.5,2,16,1,0,1,5.1,4.2,5.6,5.8,6.8,7.0,Moderate,1.2382758862718024
30,Female,Brazil,ML Engineer,Senior,11,Enterprise (5000+),Consulting,On-site,51,2.8,50,7.1,2,12,0,0,1,7.3,4.9,5.8,6.8,8.0,7.3,Low,1.3736935525614271
22,Male,Germany,QA Engineer,Senior,0,Startup (1-50),SaaS / Cloud,Remote,35,2.8,2,6.1,4,15,1,0,0,7.4,5.0,3.6,5.6,4.8,4.7,Low,0.812349429833341
25,Female,Brazil,Frontend Developer,Senior,4,Startup (1-50),Healthcare Tech,Hybrid,47,4.0,4,6.4,6,11,0,0,1,8.9,3.7,4.3,5.4,3.1,5.2,Low,0.8398328228782779
32,Male,Australia,ML Engineer,Junior,6,Startup (1-50),SaaS / Cloud,Hybrid,51,3.8,3,6.0,0,11,0,0,1,5.8,7.1,1.0,4.3,6.9,5.2,Severe,0.6652060948124022
38,Non-binary,India,Data Scientist,Senior,16,Startup (1-50),SaaS / Cloud,Remote,55,2.5,5,4.9,5,16,0,0,1,5.1,5.6,7.8,3.5,5.4,8.4,High,0.962782656685407
33,Female,France,Data Analyst,Senior,10,Small (51-200),Social Media / AdTech,Hybrid,40,3.7,21,5.7,4,0,0,0,1,4.6,6.1,8.9,5.7,4.5,5.6,High,1.0813920103247951
38,Male,USA,Software Engineer,Junior,17,Large (1001-5000),E-commerce,On-site,40,4.0,27,6.3,5,12,1,0,1,6.7,6.6,4.6,3.8,5.5,8.3,Low,0.6339324414450397
25,Male,Brazil,Software Engineer,Manager,1,Large (1001-5000),Fintech,Hybrid,55,6.1,21,5.9,3,1,0,0,1,6.7,5.0,2.3,4.5,7.9,4.3,Severe,1.0907538745337353
36,Female,USA,Cybersecurity Engineer,Lead,15,Small (51-200),E-commerce,Hybrid,47,5.6,19,4.8,5,27,0,0,1,5.1,1.7,4.9,5.7,6.5,4.7,Severe,1.2959403087174157
36,Male,India,Data Analyst,Junior,15,Enterprise (5000+),Consulting,Hybrid,49,2.6,43,6.2,3,12,0,0,1,5.6,6.2,5.9,4.7,7.2,3.7,Moderate,0.962782656685407
22,Male,USA,Product Manager,Junior,0,Large (1001-5000),AI / ML Startup,Remote,53,2.8,7,6.5,1,5,0,0,1,5.6,7.5,3.1,7.1,7.3,7.5,Severe,0.5868367676436838
39,Male,USA,Product Manager,Mid,17,Small (51-200),Cybersecurity,On-site,57,4.3,11,5.3,5,9,0,0,1,6.5,5.7,9.1,5.0,6.8,4.9,Severe,0.8754825915438018
33,Female,USA,ML Engineer,Principal,11,Large (1001-5000),Enterprise Software,Remote,49,2.9,7,5.5,3,17,1,1,1,6.5,5.6,6.2,2.5,5.1,5.9,Moderate,1.9808704619566415
29,Male,India,Frontend Developer,Senior,7,Enterprise (5000+),E-commerce,Hybrid,48,2.8,53,4.9,0,22,1,0,1,5.4,6.9,6.6,5.4,6.0,1.3,High,0.962782656685407
29,Female,India,Frontend Developer,Principal,9,Large (1001-5000),Consulting,On-site,52,2.0,11,4.7,7,11,0,0,1,2.5,6.2,4.9,9.5,2.0,2.8,Moderate,0.962782656685407
24,Male,USA,Frontend Developer,Principal,1,Startup (1-50),AI / ML Startup,Remote,54,5.8,2,7.4,1,22,1,1,1,7.2,5.1,6.7,8.2,6.5,6.7,High,1.3072964641315268
35,Female,Australia,Software Engineer,Lead,12,Mid (201-1000),AI / ML Startup,Hybrid,48,8.8,14,5.1,5,7,0,0,0,4.4,4.1,4.3,7.3,6.2,5.0,High,1.398273161584813
33,Female,India,DevOps Engineer,Senior,12,Mid (201-1000),SaaS / Cloud,Remote,44,2.1,29,5.8,1,10,0,0,1,5.2,4.4,5.9,6.0,4.9,7.7,Moderate,0.962782656685407
35,Male,Canada,ML Engineer,Senior,14,Startup (1-50),Fintech,Hybrid,43,3.4,6,4.7,5,5,0,0,1,6.8,6.3,5.6,3.3,9.5,5.0,Moderate,1.0310803889045517
32,Male,Australia,Cloud Engineer,Senior,11,Large (1001-5000),Social Media / AdTech,On-site,49,1.3,25,5.1,4,19,0,0,1,3.0,4.8,3.6,8.1,7.2,5.8,Severe,1.1479590053969804
32,Male,USA,Frontend Developer,Principal,9,Large (1001-5000),Healthcare Tech,Remote,46,4.5,24,3.0,1,12,1,0,1,8.0,1.3,8.1,4.2,6.5,3.5,Severe,1.418207082147464
29,Male,USA,DevOps Engineer,Senior,7,Startup (1-50),SaaS / Cloud,Hybrid,48,0.3,3,5.3,2,19,1,0,1,9.5,2.5,5.4,5.5,7.1,5.6,Low,1.0590183606325712
39,Male,USA,Full Stack Developer,Lead,15,Enterprise (5000+),SaaS / Cloud,On-site,46,3.6,48,7.8,4,19,0,0,1,6.4,3.8,4.9,5.2,7.0,5.3,Low,1.1867182407746093
35,Female,Netherlands,Software Engineer,Lead,14,Mid (201-1000),Gaming,Remote,47,8.2,23,5.9,5,16,0,0,1,7.2,4.7,3.0,1.0,6.9,8.1,Severe,1.360856314667863
32,Male,India,QA Engineer,Junior,12,Small (51-200),Enterprise Software,On-site,46,5.0,29,7.4,0,0,0,0,1,2.1,7.9,1.0,5.2,5.7,2.9,Severe,0.962782656685407
30,Male,Singapore,DevOps Engineer,Senior,7,Large (1001-5000),E-commerce,Remote,50,2.4,22,4.7,4,6,0,0,1,7.8,6.2,6.6,7.7,6.3,7.1,Moderate,1.2341983241457017
22,Female,France,Cybersecurity Engineer,Mid,3,Enterprise (5000+),Cybersecurity,Remote,52,2.5,27,5.1,4,12,0,0,1,6.8,2.0,7.1,1.0,5.1,7.5,High,1.029662089870914
22,Female,UK,DevOps Engineer,Mid,0,Enterprise (5000+),Cybersecurity,Remote,43,6.6,33,5.4,4,16,1,0,1,6.0,3.2,6.3,3.3,6.3,7.8,Moderate,0.8128256985638741
28,Female,USA,DevOps Engineer,Mid,5,Small (51-200),Cybersecurity,On-site,39,1.5,14,6.5,3,18,1,1,0,7.3,6.8,6.0,5.7,5.2,3.3,Low,0.6808181401077681
40,Female,USA,Data Scientist,Junior,17,Mid (201-1000),Healthcare Tech,Hybrid,40,6.2,10,7.2,0,1,0,0,0,7.7,10.0,4.7,5.5,4.9,5.9,Severe,0.6296629469596112
26,Male,UK,Software Engineer,Junior,3,Mid (201-1000),Fintech,Remote,49,5.0,6,6.8,3,20,0,0,1,7.9,4.8,5.0,5.0,7.0,7.2,Low,0.5246347602630493
26,Male,Brazil,Backend Developer,Senior,2,Mid (201-1000),Healthcare Tech,Hybrid,45,4.0,29,5.8,5,8,0,0,0,4.2,4.8,2.7,7.0,9.7,6.2,Low,1.0483003253372385
24,Female,USA,Cybersecurity Engineer,Junior,3,Enterprise (5000+),SaaS / Cloud,On-site,48,4.5,39,8.3,1,14,0,0,1,5.0,4.1,6.1,5.5,7.0,6.2,Moderate,0.6429351255136995
22,Male,USA,Software Engineer,Junior,0,Large (1001-5000),Healthcare Tech,On-site,51,4.1,5,5.6,5,9,0,0,1,6.2,5.8,4.1,4.8,3.5,8.5,Moderate,0.6130311661874809
25,Female,Canada,Frontend Developer,Senior,5,Large (1001-5000),SaaS / Cloud,Remote,56,4.5,28,5.3,6,19,0,0,1,5.6,5.7,4.9,5.9,3.5,5.4,Moderate,0.8509487894381836
33,Female,Australia,Frontend Developer,Junior,10,Enterprise (5000+),Fintech,Hybrid,49,3.5,44,6.8,3,11,0,0,1,8.1,4.2,7.6,5.6,7.5,2.9,High,0.665533869043018
28,Female,Netherlands,Software Engineer,Lead,6,Small (51-200),E-commerce,Hybrid,44,8.1,12,6.6,1,13,0,0,0,6.4,5.3,8.8,6.4,4.4,6.1,Moderate,1.2952821084410546
27,Male,India,DevOps Engineer,Lead,6,Small (51-200),Social Media / AdTech,Remote,54,6.1,17,6.4,4,11,0,0,1,5.4,6.7,4.8,8.5,4.7,7.5,Moderate,0.962782656685407
27,Female,India,Data Analyst,Lead,5,Startup (1-50),Social Media / AdTech,Hybrid,47,6.0,4,6.4,5,14,1,0,0,7.7,5.1,1.2,6.9,4.9,6.6,Low,0.962782656685407
33,Male,Germany,Data Scientist,Lead,11,Enterprise (5000+),AI / ML Startup,On-site,45,7.1,35,4.0,2,20,1,1,1,10.0,4.2,2.0,5.8,7.4,2.3,High,1.3728885594014393
34,Male,India,DevOps Engineer,Lead,9,Mid (201-1000),SaaS / Cloud,Hybrid,51,4.3,22,6.1,7,9,0,0,1,2.0,4.2,1.7,5.8,4.0,4.6,Moderate,0.9823512141825378
22,Male,USA,ML Engineer,Senior,0,Small (51-200),AI / ML Startup,On-site,46,4.2,10,8.3,6,8,0,0,0,8.3,3.0,5.6,7.5,7.7,6.5,Low,1.0207416426535756
26,Male,India,Data Analyst,Mid,6,Mid (201-1000),SaaS / Cloud,Hybrid,50,4.9,22,7.6,3,9,0,0,1,6.4,6.7,1.1,4.4,6.3,2.5,High,0.962782656685407
30,Female,USA,Data Scientist,Principal,9,Enterprise (5000+),Fintech,Remote,59,1.7,57,7.2,6,13,0,0,0,7.4,4.3,7.5,3.5,7.1,7.0,Low,1.8953143419299912
34,Non-binary,Australia,ML Engineer,Senior,12,Startup (1-50),Social Media / AdTech,Remote,36,3.9,5,8.6,2,14,0,0,1,5.8,4.3,4.8,4.5,6.6,2.5,Low,1.0910433514950375
32,Female,Brazil,Data Analyst,Senior,10,Startup (1-50),AI / ML Startup,Hybrid,47,5.8,7,5.0,4,26,0,0,1,4.6,4.7,3.3,5.9,5.3,4.2,High,0.8398328228782779
37,Male,Brazil,ML Engineer,Junior,15,Large (1001-5000),Consulting,On-site,55,5.3,16,6.4,6,2,0,0,1,5.9,5.6,2.1,5.3,6.9,6.0,High,0.8398328228782779
22,Female,USA,Backend Developer,Senior,2,Small (51-200),Enterprise Software,Hybrid,45,5.2,6,5.6,3,13,0,0,1,7.3,8.3,9.1,6.2,8.1,6.4,High,0.9042141896793494
34,Female,Australia,DevOps Engineer,Lead,8,Large (1001-5000),Cybersecurity,On-site,49,5.4,24,7.5,3,7,1,0,1,10.0,7.3,5.5,3.1,5.7,6.3,High,1.3075499370393469
45,Female,India,Product Manager,Lead,21,Large (1001-5000),SaaS / Cloud,On-site,49,7.1,19,7.7,2,11,0,0,1,3.4,5.5,5.5,7.5,5.4,2.4,High,1.1582275359925445
31,Male,Singapore,DevOps Engineer,Lead,10,Mid (201-1000),Consulting,Hybrid,58,6.0,28,8.3,4,0,0,0,1,7.2,4.8,7.3,6.1,6.2,6.9,Severe,1.3555840206509386
32,Male,Netherlands,QA Engineer,Manager,10,Large (1001-5000),SaaS / Cloud,On-site,43,5.7,7,5.4,0,9,1,0,0,4.5,3.3,3.2,8.4,2.8,6.2,Low,0.9606665171185822
35,Male,USA,Backend Developer,Mid,14,Enterprise (5000+),Fintech,On-site,40,4.2,42,4.3,7,2,0,0,1,7.6,5.2,5.2,2.8,3.3,2.2,High,0.9327620595685979
27,Male,Australia,ML Engineer,Mid,5,Mid (201-1000),Healthcare Tech,Remote,37,4.6,6,6.2,5,18,0,0,1,5.5,7.5,7.1,3.5,5.2,5.1,Low,0.9765096703398322
24,Male,UK,DevOps Engineer,Mid,2,Startup (1-50),Healthcare Tech,On-site,50,2.3,7,9.1,3,7,0,0,1,5.5,4.1,3.7,6.8,4.4,4.8,Low,0.7331574762871801
31,Female,UK,Data Scientist,Senior,7,Large (1001-5000),AI / ML Startup,Remote,45,3.2,13,6.3,0,14,1,1,1,7.7,5.3,6.1,5.1,4.8,6.6,Low,1.273033211953205
22,Male,USA,Full Stack Developer,Mid,0,Small (51-200),Healthcare Tech,On-site,55,6.3,15,5.9,2,12,0,0,1,8.2,2.2,7.6,5.6,7.4,7.6,Severe,0.7894365295270201
34,Male,India,DevOps Engineer,Mid,14,Large (1001-5000),AI / ML Startup,Hybrid,57,5.0,24,4.7,3,7,0,0,1,7.4,2.0,4.7,6.2,8.1,3.1,Severe,0.962782656685407
35,Male,USA,DevOps Engineer,Mid,11,Mid (201-1000),SaaS / Cloud,Hybrid,48,1.6,21,6.2,0,9,1,0,1,7.6,5.4,9.2,3.7,6.1,8.6,Moderate,0.836855915000427
22,Male,USA,Frontend Developer,Senior,0,Mid (201-1000),AI / ML Startup,Remote,49,4.6,16,4.9,4,11,1,0,1,7.1,2.7,7.3,4.7,6.7,9.4,Severe,1.0301555280353811
32,Female,UK,Frontend Developer,Principal,11,Small (51-200),E-commerce,On-site,47,6.7,8,6.3,4,17,0,0,1,6.1,5.1,7.2,8.4,9.0,3.3,Moderate,1.3862518863753093
29,Male,India,ML Engineer,Junior,6,Mid (201-1000),Fintech,Hybrid,40,2.4,21,6.7,2,6,0,0,1,2.9,3.7,3.1,5.3,7.1,2.7,Moderate,0.962782656685407
41,Male,Canada,DevOps Engineer,Senior,20,Large (1001-5000),E-commerce,Remote,51,2.5,13,6.0,4,25,1,0,1,7.5,6.0,4.9,6.7,4.2,7.7,Low,1.2407161173664223
40,Male,Canada,Backend Developer,Mid,16,Small (51-200),Healthcare Tech,On-site,51,3.2,24,6.5,2,11,0,0,1,6.2,6.6,2.5,4.4,4.7,5.8,High,0.7624471156430327
37,Female,USA,Software Engineer,Senior,16,Mid (201-1000),Consulting,Hybrid,45,2.2,14,5.4,2,10,0,0,1,5.0,9.4,6.7,4.6,2.4,5.8,Moderate,0.8857188795518989
39,Male,India,ML Engineer,Senior,17,Large (1001-5000),SaaS / Cloud,Remote,48,3.1,27,7.0,1,15,0,0,0,4.8,3.1,6.0,5.8,3.6,9.1,Low,0.962782656685407
28,Female,Canada,DevOps Engineer,Senior,8,Small (51-200),SaaS / Cloud,On-site,53,4.2,25,7.2,2,13,1,1,1,5.8,1.8,7.6,5.5,6.3,7.5,Moderate,0.9568701123788272
33,Male,USA,DevOps Engineer,Mid,9,Large (1001-5000),Healthcare Tech,Remote,52,2.8,22,4.5,3,6,1,0,1,8.8,5.7,4.1,7.5,3.8,7.1,Moderate,0.8447562295912917
29,Male,Germany,Cybersecurity Engineer,Lead,3,Large (1001-5000),Cybersecurity,Hybrid,48,4.0,21,6.1,3,2,1,0,0,4.2,5.4,4.1,2.2,4.9,5.4,Severe,1.2406144767299492
24,Female,Singapore,Data Scientist,Mid,1,Large (1001-5000),Fintech,On-site,49,4.1,9,6.6,3,14,1,0,0,3.9,8.3,2.8,7.4,8.3,6.7,Moderate,1.0497102505808138
32,Female,UK,Data Scientist,Lead,12,Enterprise (5000+),Healthcare Tech,On-site,45,7.4,24,5.6,3,4,1,0,1,3.7,3.6,6.3,6.8,6.5,5.7,Severe,1.4110480846993214
30,Male,USA,Backend Developer,Junior,9,Mid (201-1000),Gaming,Hybrid,49,1.9,14,6.3,5,14,0,0,1,5.8,7.1,1.0,4.6,10.0,1.6,Moderate,0.49694116141872885
30,Female,Canada,Software Engineer,Junior,7,Enterprise (5000+),Gaming,Hybrid,49,3.2,50,6.7,6,17,1,0,1,8.1,5.1,5.3,7.3,7.6,8.4,Low,0.581233483849669
31,Male,India,Product Manager,Junior,11,Mid (201-1000),Gaming,On-site,52,3.1,20,7.5,3,7,0,0,1,4.4,6.3,4.9,2.5,10.0,5.5,Severe,0.962782656685407
31,Male,Singapore,Product Manager,Senior,8,Mid (201-1000),Fintech,Remote,49,4.0,14,6.7,4,15,0,0,1,6.6,5.6,7.2,1.0,5.9,5.8,High,1.0908605862179022
37,Female,USA,ML Engineer,Junior,13,Enterprise (5000+),Cybersecurity,Hybrid,44,5.0,42,6.1,2,0,0,0,0,3.6,8.2,6.2,4.8,6.7,6.6,Severe,0.6604068068403404
27,Female,USA,DevOps Engineer,Principal,4,Mid (201-1000),AI / ML Startup,On-site,48,5.0,12,7.8,3,14,1,1,1,9.1,5.9,6.6,4.4,8.9,2.5,Low,1.858524947849608
22,Male,USA,Product Manager,Mid,1,Large (1001-5000),E-commerce,Hybrid,47,3.0,27,6.4,0,7,0,0,1,3.4,3.2,4.3,4.1,3.9,5.7,Moderate,0.9979768380406966
36,Male,Singapore,Full Stack Developer,Mid,16,Enterprise (5000+),SaaS / Cloud,Remote,45,1.0,20,8.2,4,8,0,0,1,4.7,6.3,4.2,5.2,7.2,6.1,Low,0.8596757144789824
37,Male,UK,Product Manager,Lead,15,Enterprise (5000+),SaaS / Cloud,Hybrid,51,5.3,44,5.0,5,22,1,1,1,5.9,5.7,5.1,4.0,6.0,7.0,High,1.6247037717140917
34,Male,India,ML Engineer,Lead,12,Large (1001-5000),Gaming,On-site,55,8.3,26,4.3,6,5,0,0,0,4.8,5.9,4.5,1.0,6.4,5.9,Severe,1.008033441549621
23,Male,Germany,Software Engineer,Manager,1,Mid (201-1000),SaaS / Cloud,On-site,62,7.5,7,6.6,2,17,1,1,0,6.6,6.1,5.2,4.6,6.1,3.3,Severe,1.4227074944234486
30,Male,India,Cybersecurity Engineer,Senior,3,Large (1001-5000),Consulting,On-site,46,4.3,8,4.7,1,17,0,0,1,3.2,4.7,4.1,3.8,8.0,5.5,Severe,0.962782656685407
33,Male,India,Product Manager,Senior,12,Mid (201-1000),AI / ML Startup,Hybrid,46,3.1,29,6.2,4,10,0,0,0,9.8,5.4,5.2,5.8,8.7,8.0,High,0.962782656685407
24,Male,USA,Data Scientist,Senior,2,Mid (201-1000),Enterprise Software,Hybrid,42,3.1,26,3.7,3,14,0,0,1,7.3,4.7,2.8,6.6,7.5,5.3,Severe,1.0394731748119823
26,Male,Brazil,DevOps Engineer,Junior,6,Large (1001-5000),E-commerce,Hybrid,41,2.2,22,6.8,6,7,1,1,1,6.0,5.5,7.0,6.9,3.0,5.6,Low,0.8398328228782779
30,Male,Singapore,Product Manager,Junior,9,Mid (201-1000),AI / ML Startup,On-site,47,3.3,23,5.1,2,11,0,0,1,6.8,5.8,5.2,5.6,5.0,6.0,Moderate,0.6713038182008716
39,Male,USA,DevOps Engineer,Mid,16,Large (1001-5000),Healthcare Tech,Hybrid,44,2.6,29,6.6,0,12,0,0,1,6.3,7.7,5.4,4.6,3.9,4.5,Low,0.809524151122397
33,Male,USA,Software Engineer,Manager,11,Startup (1-50),Fintech,On-site,48,10.2,8,5.3,7,0,1,1,1,5.7,6.5,7.9,7.9,6.6,4.8,Severe,1.3812952025695482
27,Male,USA,Frontend Developer,Manager,6,Enterprise (5000+),Consulting,On-site,55,4.1,27,7.1,5,25,0,0,0,5.8,3.6,8.5,6.5,8.7,4.7,Low,1.376562012986317
30,Non-binary,France,ML Engineer,Senior,7,Startup (1-50),Cybersecurity,Hybrid,42,6.3,3,7.0,5,7,1,1,1,6.5,6.6,5.2,2.1,9.9,3.9,High,1.2246534606170731
26,Non-binary,India,Full Stack Developer,Junior,2,Large (1001-5000),Fintech,Remote,47,4.2,13,6.6,2,0,1,0,1,7.2,2.4,4.9,3.7,8.3,9.4,Severe,0.962782656685407
28,Male,Germany,QA Engineer,Senior,5,Mid (201-1000),E-commerce,Remote,47,3.0,11,7.1,3,17,1,0,1,8.3,7.7,2.5,6.7,7.8,6.6,Low,0.903024519096084
36,Male,India,ML Engineer,Junior,14,Mid (201-1000),SaaS / Cloud,Remote,46,3.0,11,5.4,5,18,0,0,1,4.8,1.4,5.0,5.3,5.3,4.9,Low,0.962782656685407
22,Male,India,Software Engineer,Principal,0,Large (1001-5000),Social Media / AdTech,Remote,51,3.5,7,5.7,3,11,0,0,0,3.3,3.3,3.2,3.1,4.9,2.8,Severe,1.194091189954076
40,Male,India,Cloud Engineer,Manager,16,Large (1001-5000),Fintech,Hybrid,47,7.9,21,4.5,3,18,1,1,0,8.2,7.1,4.4,3.0,8.6,5.1,Severe,1.1438098657086806
46,Male,USA,Full Stack Developer,Senior,23,Large (1001-5000),Consulting,Remote,44,5.3,10,6.8,0,15,0,0,1,6.5,2.7,6.3,6.9,5.3,5.4,Moderate,1.2283895568280847
32,Male,USA,Software Engineer,Mid,11,Enterprise (5000+),SaaS / Cloud,Remote,44,2.0,25,6.1,0,9,0,0,0,5.4,1.1,5.9,4.5,7.8,6.1,Severe,0.859638217541525
25,Male,USA,Software Engineer,Senior,2,Mid (201-1000),E-commerce,Remote,45,4.6,27,6.6,0,9,0,0,0,4.1,5.1,8.2,6.0,6.7,4.5,Severe,0.9670667478418873
39,Male,USA,Frontend Developer,Junior,15,Small (51-200),Fintech,On-site,51,5.0,9,6.3,3,14,1,0,0,7.1,7.2,1.9,8.3,5.3,4.8,Moderate,0.5057688662051989
33,Female,India,DevOps Engineer,Mid,11,Mid (201-1000),E-commerce,Hybrid,49,5.2,21,6.1,3,9,0,0,1,4.1,6.1,7.3,6.4,3.0,10.0,Moderate,0.962782656685407
27,Female,Brazil,DevOps Engineer,Junior,6,Mid (201-1000),Fintech,Hybrid,53,4.3,25,6.0,3,4,0,0,1,5.5,5.9,5.0,4.9,9.0,5.2,Severe,0.8398328228782779
24,Female,USA,Software Engineer,Junior,2,Startup (1-50),Fintech,Hybrid,44,3.0,8,6.1,0,13,0,0,0,3.6,5.7,4.9,3.7,7.1,5.7,High,0.5693825842452619
28,Male,USA,ML Engineer,Mid,7,Enterprise (5000+),SaaS / Cloud,Remote,50,3.9,33,5.8,0,18,0,0,1,9.2,3.2,7.1,6.6,6.3,5.6,Moderate,0.9085099310571064
32,Male,Canada,Data Scientist,Junior,9,Startup (1-50),E-commerce,Remote,51,5.7,5,6.1,3,7,1,0,1,6.8,3.8,3.0,7.1,8.3,9.7,Severe,0.5916788454221509
37,Male,Germany,ML Engineer,Mid,16,Mid (201-1000),Consulting,Remote,51,2.7,22,6.8,0,10,0,0,0,8.6,5.3,4.6,4.0,6.2,5.2,Low,0.9144593712069778
33,Male,India,Software Engineer,Mid,10,Startup (1-50),Fintech,Remote,43,4.7,5,5.1,3,19,1,0,0,3.9,5.8,3.9,4.1,6.9,5.1,Moderate,0.962782656685407
34,Male,Germany,Frontend Developer,Junior,13,Mid (201-1000),Consulting,Hybrid,48,0.8,22,5.9,3,30,1,1,1,5.8,5.8,7.1,6.2,7.7,3.8,Moderate,0.5081385239949605
29,Male,USA,Backend Developer,Lead,9,Small (51-200),Cybersecurity,Remote,51,7.1,17,5.1,5,8,0,0,0,2.3,5.0,5.5,6.8,6.2,7.1,Severe,1.201337759801558
37,Male,India,Full Stack Developer,Junior,13,Startup (1-50),Healthcare Tech,Hybrid,45,4.3,3,6.7,0,19,0,0,1,10.0,5.2,4.5,6.9,7.1,5.0,Moderate,0.962782656685407
30,Male,Germany,Frontend Developer,Senior,10,Large (1001-5000),Cybersecurity,On-site,52,5.9,26,5.4,0,11,1,0,1,4.0,7.9,6.0,3.9,3.1,4.5,Severe,0.99645176658786
44,Female,USA,Software Engineer,Manager,24,Mid (201-1000),SaaS / Cloud,Remote,40,8.0,27,7.4,5,21,0,0,1,4.9,5.4,7.7,4.2,7.1,3.6,Moderate,1.5478492323218076
26,Female,India,Frontend Developer,Mid,1,Large (1001-5000),AI / ML Startup,Remote,46,4.6,22,5.5,3,8,1,0,1,2.1,4.6,2.9,4.4,6.6,4.5,Severe,0.962782656685407
34,Female,India,QA Engineer,Senior,12,Startup (1-50),Gaming,Remote,45,1.9,5,6.2,4,17,0,0,1,5.8,4.6,8.1,4.0,8.6,6.1,Low,0.962782656685407
46,Male,Canada,Data Scientist,Mid,25,Enterprise (5000+),AI / ML Startup,On-site,40,2.8,45,6.7,1,6,0,0,0,5.4,5.9,4.1,7.1,6.2,9.9,Moderate,1.0086576793956241
38,Male,USA,Data Scientist,Principal,19,Enterprise (5000+),Enterprise Software,Hybrid,46,3.5,32,6.4,1,23,0,0,0,2.9,6.1,2.8,8.4,8.4,2.8,Moderate,1.8286822312721558
36,Male,USA,Product Manager,Manager,17,Large (1001-5000),E-commerce,On-site,50,4.3,22,6.1,2,14,1,1,0,5.7,6.0,4.0,7.1,4.7,4.6,High,1.4511119361632356
33,Female,Australia,ML Engineer,Senior,12,Startup (1-50),Social Media / AdTech,Remote,47,2.5,7,5.5,4,4,1,0,1,3.2,6.9,7.9,5.0,6.5,5.2,High,1.1480292427321124
31,Female,Australia,Software Engineer,Lead,10,Mid (201-1000),Healthcare Tech,Hybrid,38,4.8,28,6.5,1,7,0,0,1,5.6,5.5,5.5,5.4,5.9,4.8,Severe,1.2087611251762256
30,Male,UK,Data Analyst,Mid,7,Startup (1-50),E-commerce,On-site,45,2.2,2,6.6,3,12,0,0,1,5.3,4.1,4.1,5.9,7.9,6.1,Moderate,0.5678983728984389
27,Male,Brazil,Data Analyst,Senior,6,Mid (201-1000),SaaS / Cloud,Remote,48,4.9,20,5.3,3,16,1,0,1,6.8,2.9,1.0,5.6,3.2,8.7,High,0.8429402043229275
22,Male,USA,Software Engineer,Senior,1,Small (51-200),Gaming,Hybrid,38,5.7,9,5.9,0,14,0,0,1,4.1,3.2,5.4,6.8,7.6,5.5,Moderate,0.9416160112473964
35,Male,India,Frontend Developer,Mid,10,Mid (201-1000),Cybersecurity,Remote,38,3.6,11,8.7,2,14,0,0,1,6.1,5.7,2.1,10.0,6.5,5.1,Low,0.962782656685407
22,Female,Netherlands,Full Stack Developer,Principal,0,Enterprise (5000+),SaaS / Cloud,Remote,45,2.4,34,6.9,5,6,1,0,1,5.2,3.7,5.9,3.9,3.4,7.9,Moderate,1.8877735094262025
36,Female,India,Data Analyst,Senior,13,Large (1001-5000),Healthcare Tech,Hybrid,42,1.2,6,6.5,5,3,0,0,0,6.7,7.7,6.1,2.7,6.8,4.5,Low,0.962782656685407
29,Female,Canada,Data Scientist,Lead,7,Large (1001-5000),Gaming,Hybrid,57,5.8,14,5.2,2,5,0,0,1,4.7,6.0,4.4,5.7,6.5,6.0,Severe,1.2182077023266435
